"stationID","tz","obsTimeUtc","obsTimeLocal","epoch","lat","lon","solarRadiationHigh","uvHigh","winddirAvg","humidityHigh","humidityLow","humidityAvg","qcStatus","tempHigh","tempLow","tempAvg","windspeedHigh","windspeedLow","windspeedAvg","windgustHigh","windgustLow","windgustAvg","dewptHigh","dewptLow","dewptAvg","windchillHigh","windchillLow","windchillAvg","heatindexHigh","heatindexLow","heatindexAvg","pressureMax","pressureMin","pressureTrend","precipRate","precipTotal"
"IALICANT2","Europe/Madrid","2014-05-31T21:50:00Z","2014-05-31 23:50:00","1401573000000","38.228943","-0.525793","","","53","93","70","84","-1","20","16","18","31","0","11","37","3","17","18","13","15","","","","","","","1019.64","1017.27","1.35","2.54","4.32"
"IALICANT2","Europe/Madrid","2014-06-01T21:52:00Z","2014-06-01 23:52:00","1401659520000","38.228943","-0.525793","","","36","83","57","72","-1","21","16","19","26","0","9","35","2","14","16","12","14","","","","","","","1019.3","1017.61","-0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-02T21:54:00Z","2014-06-02 23:54:00","1401746040000","38.228943","-0.525793","","","197","81","44","64","-1","22","17","20","18","0","7","23","2","11","16","9","13","","","","","","","1020.32","1018.29","1.02","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-03T21:57:00Z","2014-06-03 23:57:00","1401832620000","38.228943","-0.525793","","","202","90","57","75","-1","24","17","20","29","0","11","45","0","19","18","12","15","","","","","","","1020.32","1014.9","-5.42","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-04T21:45:00Z","2014-06-04 23:45:00","1401918300000","38.228943","-0.525793","","","208","92","33","67","-1","29","17","23","29","0","10","37","0","17","18","11","16","","","","","","","1014.9","1010.16","-3.05","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-05T21:47:00Z","2014-06-05 23:47:00","1402004820000","38.228943","-0.525793","","","80","96","69","88","-1","24","19","20","26","0","10","31","5","16","19","17","18","","","","","","","1014.9","1011.85","2.71","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-06T21:49:00Z","2014-06-06 23:49:00","1402091340000","38.228943","-0.525793","","","70","94","71","89","-1","23","19","20","31","0","10","35","3","14","20","17","19","","","","","","","1015.92","1012.87","-1.35","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-07T21:52:00Z","2014-06-07 23:52:00","1402177920000","38.228943","-0.525793","","","79","89","53","74","-1","26","20","22","26","0","11","34","2","16","19","14","17","","","","","","","1017.27","1011.51","3.73","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-08T21:53:00Z","2014-06-08 23:53:00","1402264380000","38.228943","-0.525793","","","116","95","74","88","-1","23","19","21","21","0","7","26","0","11","20","17","19","","","","","","","1018.63","1015.92","1.35","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-09T21:55:00Z","2014-06-09 23:55:00","1402350900000","38.228943","-0.525793","","","70","96","83","90","-1","22","20","21","23","0","9","23","5","14","19","19","19","","","","","","","1018.29","1015.24","-0.68","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-10T21:57:00Z","2014-06-10 23:57:00","1402437420000","38.228943","-0.525793","","","60","95","83","90","-1","23","20","21","23","0","8","24","0","12","21","19","20","","","","","","","1019.3","1015.24","1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-11T21:45:00Z","2014-06-11 23:45:00","1402523100000","38.228943","-0.525793","","","70","88","61","72","-1","25","20","23","29","0","10","32","0","15","19","16","18","","","","","","","1022.69","1018.63","3.05","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-12T21:32:00Z","2014-06-12 23:32:00","1402608720000","38.228943","-0.525793","","","54","75","40","53","-1","27","22","25","23","0","6","24","3","10","18","11","14","","","","","","","1022.69","1019.98","-1.02","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-13T21:49:00Z","2014-06-13 23:49:00","1402696140000","38.228943","-0.525793","","","205","72","29","49","-1","31","22","26","18","2","8","27","3","13","18","11","14","","","","","","","1021.33","1016.26","-4.74","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-14T21:52:00Z","2014-06-14 23:52:00","1402782720000","38.228943","-0.525793","","","184","83","38","57","-1","29","21","25","23","0","7","31","2","12","19","12","16","","","","","","","1016.59","1010.5","-5.42","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-15T21:54:00Z","2014-06-15 23:54:00","1402869240000","38.228943","-0.525793","","","66","91","60","78","-1","24","21","23","35","2","16","42","3","24","21","15","19","","","","","","","1014.9","1011.18","3.72","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-16T21:56:00Z","2014-06-16 23:56:00","1402955760000","38.228943","-0.525793","","","83","90","68","79","-1","23","20","22","27","0","9","29","3","14","19","17","18","","","","","","","1016.93","1014.56","1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-17T21:58:00Z","2014-06-17 23:58:00","1403042280000","38.228943","-0.525793","","","84","85","70","77","-1","23","20","22","18","0","7","27","0","12","19","16","17","","","","","","","1016.93","1014.56","-1.02","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-18T21:45:00Z","2014-06-18 23:45:00","1403127900000","38.228943","-0.525793","","","162","88","59","78","-1","25","19","22","21","0","7","26","0","11","19","16","18","","","","","","","1017.61","1015.24","1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-19T21:47:00Z","2014-06-19 23:47:00","1403214420000","38.228943","-0.525793","","","64","89","81","85","-1","23","21","22","29","5","16","31","10","22","20","19","20","","","","","","","1018.96","1016.59","0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-20T21:50:00Z","2014-06-20 23:50:00","1403301000000","38.228943","-0.525793","","","59","87","52","70","-1","25","21","23","34","5","17","37","6","23","19","13","17","","","","","","","1017.95","1013.88","-3.39","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-21T17:36:00Z","2014-06-21 19:36:00","1403372160000","38.228943","-0.525793","","","83","83","66","75","-1","25","20","23","21","2","8","26","3","14","21","15","18","","","","","","","1015.24","1013.55","-0.68","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-22T21:51:00Z","2014-06-22 23:51:00","1403473860000","38.228943","-0.525793","","","79","92","58","80","-1","27","22","24","21","0","8","23","3","13","21","18","20","","","","","","","1017.61","1015.24","1.02","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-23T21:53:00Z","2014-06-23 23:53:00","1403560380000","38.228943","-0.525793","","","62","93","81","87","-1","24","21","23","24","0","9","27","3","14","21","20","20","","","","","","","1018.29","1014.9","-2.37","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-24T21:56:00Z","2014-06-24 23:56:00","1403646960000","38.228943","-0.525793","","","203","94","57","78","-1","25","18","22","26","0","12","40","2","19","21","13","18","","","","","","","1016.93","1012.19","0.0","4.32","0.25"
"IALICANT2","Europe/Madrid","2014-06-25T21:58:00Z","2014-06-25 23:58:00","1403733480000","38.228943","-0.525793","","","270","74","40","55","-1","27","19","23","27","5","13","40","6","22","17","12","14","","","","","","","1014.56","1012.87","0.0","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-26T21:46:00Z","2014-06-26 23:46:00","1403819160000","38.228943","-0.525793","","","255","90","42","64","-1","29","22","24","19","3","10","29","6","16","21","13","17","","","","","","","1017.27","1013.55","2.71","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-27T21:48:00Z","2014-06-27 23:48:00","1403905680000","38.228943","-0.525793","","","96","94","49","78","-1","27","21","24","18","0","6","23","0","10","21","15","19","","","","","","","1018.63","1016.59","0.0","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-28T21:50:00Z","2014-06-28 23:50:00","1403992200000","38.228943","-0.525793","","","218","77","38","52","-1","28","22","25","23","0","9","37","0","14","19","10","15","","","","","","","1017.61","1011.18","-5.42","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-29T21:52:00Z","2014-06-29 23:52:00","1404078720000","38.228943","-0.525793","","","283","81","34","62","-1","30","22","25","26","0","11","37","2","19","21","11","17","","","","","","","1018.63","1011.51","6.43","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-06-30T21:55:00Z","2014-06-30 23:55:00","1404165300000","38.228943","-0.525793","","","81","91","74","83","-1","24","22","23","18","0","8","21","0","12","21","17","20","","","","","","","1020.32","1016.59","-1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-01T21:42:00Z","2014-07-01 23:42:00","1404250920000","38.228943","-0.525793","","","193","91","56","78","-1","27","21","24","24","0","7","32","0","12","21","17","20","","","","","","","1016.26","1010.5","-4.74","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-02T21:45:00Z","2014-07-02 23:45:00","1404337500000","38.228943","-0.525793","","","95","89","68","81","-1","25","21","23","32","0","11","35","2","17","22","17","20","","","","","","","1016.59","1011.18","5.08","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-03T21:47:00Z","2014-07-03 23:47:00","1404424020000","38.228943","-0.525793","","","149","79","63","74","-1","25","21","23","23","0","9","31","0","15","19","16","18","","","","","","","1016.93","1013.88","-1.35","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-04T21:49:00Z","2014-07-04 23:49:00","1404510540000","38.228943","-0.525793","","","220","76","35","59","-1","29","20","25","35","0","13","48","0","22","18","12","16","","","","","","","1017.27","1014.22","2.03","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-05T21:52:00Z","2014-07-05 23:52:00","1404597120000","38.228943","-0.525793","","","178","82","40","62","-1","31","22","26","27","0","8","35","0","14","20","15","17","","","","","","","1017.61","1014.56","-1.35","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-06T21:54:00Z","2014-07-06 23:54:00","1404683640000","38.228943","-0.525793","","","167","88","52","75","-1","29","21","24","14","0","7","23","5","12","21","17","20","","","","","","","1015.92","1010.5","-3.39","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-07T21:56:00Z","2014-07-07 23:56:00","1404770160000","38.228943","-0.525793","","","291","91","41","63","-1","30","22","25","32","2","16","40","5","26","21","13","17","","","","","","","1018.63","1011.85","5.76","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-08T21:58:00Z","2014-07-08 23:58:00","1404856680000","38.228943","-0.525793","","","70","91","77","84","-1","25","21","23","23","2","11","24","5","16","21","19","20","","","","","","","1019.98","1016.26","-0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-09T21:47:00Z","2014-07-09 23:47:00","1404942420000","38.228943","-0.525793","","","64","91","71","81","-1","25","22","23","27","3","14","31","5","19","21","18","20","","","","","","","1017.95","1015.58","-0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-10T21:48:00Z","2014-07-10 23:48:00","1405028880000","38.228943","-0.525793","","","79","84","61","71","-1","25","22","23","27","0","11","27","3","16","19","15","18","","","","","","","1018.29","1015.92","-0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-11T21:50:00Z","2014-07-11 23:50:00","1405115400000","38.228943","-0.525793","","","114","86","72","79","-1","25","21","23","24","0","7","24","0","12","21","18","20","","","","","","","1017.61","1015.24","-0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-12T21:52:00Z","2014-07-12 23:52:00","1405201920000","38.228943","-0.525793","","","179","88","74","80","-1","25","21","24","19","0","6","24","0","10","21","19","20","","","","","","","1017.95","1015.58","0.68","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-13T21:46:00Z","2014-07-13 23:46:00","1405287960000","38.228943","-0.525793","","","124","87","71","79","-1","26","22","24","23","0","7","27","0","12","21","19","20","","","","","","","1018.29","1013.21","-4.06","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-14T21:48:00Z","2014-07-14 23:48:00","1405374480000","38.228943","-0.525793","","","161","91","79","84","-1","26","22","24","21","0","8","23","0","13","22","21","21","","","","","","","1016.59","1013.88","2.03","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-15T21:50:00Z","2014-07-15 23:50:00","1405461000000","38.228943","-0.525793","","","65","90","79","84","-1","25","23","24","26","3","13","26","6","19","22","21","21","","","","","","","1018.29","1016.26","1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-16T21:52:00Z","2014-07-16 23:52:00","1405547520000","38.228943","-0.525793","","","62","90","65","81","-1","26","23","24","19","2","10","23","3","14","23","17","21","","","","","","","1018.63","1016.93","0.68","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-17T21:55:00Z","2014-07-17 23:55:00","1405634100000","38.228943","-0.525793","","","56","91","51","76","-1","26","23","25","19","0","8","23","3","12","23","13","20","","","","","","","1018.63","1015.24","-3.39","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-18T21:57:00Z","2014-07-18 23:57:00","1405720620000","38.228943","-0.525793","","","62","92","55","79","-1","27","24","25","34","0","16","34","2","20","23","17","21","","","","","","","1015.24","1009.48","-4.74","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-19T21:59:00Z","2014-07-19 23:59:00","1405807140000","38.228943","-0.525793","","","98","88","69","82","-1","28","24","26","23","0","6","24","0","10","24","21","23","","","","","","","1010.84","1007.79","-1.02","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-20T21:47:00Z","2014-07-20 23:47:00","1405892820000","38.228943","-0.525793","","","255","82","32","52","-1","31","25","27","34","0","15","43","2","27","22","11","16","","","","","","","1015.24","1009.14","5.76","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-21T21:49:00Z","2014-07-21 23:49:00","1405979340000","38.228943","-0.525793","","","326","81","31","53","-1","28","23","26","23","0","8","24","2","13","21","8","15","","","","","","","1018.29","1015.24","1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-22T21:52:00Z","2014-07-22 23:52:00","1406065920000","38.228943","-0.525793","","","196","87","38","70","-1","28","22","25","26","0","7","31","0","12","22","12","19","","","","","","","1016.93","1012.19","-4.06","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-23T21:54:00Z","2014-07-23 23:54:00","1406152440000","38.228943","-0.525793","","","118","86","32","69","-1","30","22","26","19","0","5","24","0","9","22","11","19","","","","","","","1012.87","1008.47","-3.73","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-24T21:56:00Z","2014-07-24 23:56:00","1406238960000","38.228943","-0.525793","","","74","94","79","86","-1","27","23","25","19","0","9","23","0","13","23","20","22","","","","","","","1010.16","1007.11","0.68","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-25T21:58:00Z","2014-07-25 23:58:00","1406325480000","38.228943","-0.525793","","","58","93","69","84","-1","28","22","25","24","0","10","29","3","14","23","19","22","","","","","","","1010.84","1007.45","1.02","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-26T21:46:00Z","2014-07-26 23:46:00","1406411160000","38.228943","-0.525793","","","68","91","65","82","-1","27","23","25","21","0","7","29","2","11","23","20","22","","","","","","","1014.22","1010.5","3.05","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-27T21:48:00Z","2014-07-27 23:48:00","1406497680000","38.228943","-0.525793","","","142","93","68","82","-1","28","23","25","19","0","6","24","0","10","23","21","22","","","","","","","1015.58","1013.21","0.0","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-28T21:50:00Z","2014-07-28 23:50:00","1406584200000","38.228943","-0.525793","","","190","92","72","82","-1","29","24","26","32","0","7","37","2","13","24","22","23","","","","","","","1014.22","1007.79","-5.08","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-29T21:38:00Z","2014-07-29 23:38:00","1406669880000","38.228943","-0.525793","","","73","93","61","76","-1","27","24","25","29","0","11","34","0","17","24","18","21","","","","","","","1013.55","1008.47","4.74","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-30T21:55:00Z","2014-07-30 23:55:00","1406757300000","38.228943","-0.525793","","","98","83","66","72","-1","27","23","25","21","0","6","29","2","11","22","17","20","","","","","","","1013.55","1011.18","-0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-07-31T21:57:00Z","2014-07-31 23:57:00","1406843820000","38.228943","-0.525793","","","191","88","55","78","-1","28","23","25","26","0","8","34","0","14","23","18","21","","","","","","","1013.55","1010.16","-2.03","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-01T21:45:00Z","2014-08-01 23:45:00","1406929500000","38.228943","-0.525793","","","249","89","60","76","-1","29","23","26","18","0","6","26","0","12","24","19","22","","","","","","","1010.5","1004.74","-4.74","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-02T21:47:00Z","2014-08-02 23:47:00","1407016020000","38.228943","-0.525793","","","251","68","33","49","-1","31","25","28","35","2","16","45","3","27","21","13","16","","","","","","","1008.13","1005.08","2.37","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-03T21:49:00Z","2014-08-03 23:49:00","1407102540000","38.228943","-0.525793","","","30","89","39","77","-1","27","24","26","23","0","8","26","0","12","23","11","21","","","","","","","1011.51","1008.13","3.05","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-04T21:51:00Z","2014-08-04 23:51:00","1407189060000","38.228943","-0.525793","","","122","92","71","83","-1","27","23","25","18","0","5","26","0","9","23","21","22","","","","","","","1015.24","1011.51","3.05","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-05T21:53:00Z","2014-08-05 23:53:00","1407275580000","38.228943","-0.525793","","","160","92","76","83","-1","27","22","25","19","0","7","21","0","11","23","21","22","","","","","","","1016.93","1014.22","1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-06T21:55:00Z","2014-08-06 23:55:00","1407362100000","38.228943","-0.525793","","","125","88","71","81","-1","28","24","26","26","0","8","27","0","13","23","21","22","","","","","","","1016.93","1013.55","-2.37","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-07T21:57:00Z","2014-08-07 23:57:00","1407448620000","38.228943","-0.525793","","","155","90","75","82","-1","27","23","25","14","0","6","21","0","10","23","21","22","","","","","","","1015.24","1012.87","-1.02","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-08T21:59:00Z","2014-08-08 23:59:00","1407535140000","38.228943","-0.525793","","","9","93","76","84","-1","27","23","25","21","0","6","23","0","9","24","21","23","","","","","","","1013.55","1008.81","-3.73","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-09T21:46:00Z","2014-08-09 23:46:00","1407620760000","38.228943","-0.525793","","","4","95","73","85","-1","27","24","26","26","0","8","27","0","11","24","19","23","","","","","","","1011.18","1008.47","0.0","0.25","0.25"
"IALICANT2","Europe/Madrid","2014-08-10T21:49:00Z","2014-08-10 23:49:00","1407707340000","38.228943","-0.525793","","","184","96","52","82","-1","32","23","27","23","0","7","29","0","12","24","20","23","","","","","","","1011.18","1008.81","0.68","0.25","0.25"
"IALICANT2","Europe/Madrid","2014-08-11T21:50:00Z","2014-08-11 23:50:00","1407793800000","38.228943","-0.525793","","","195","91","52","83","-1","29","25","27","24","0","10","29","0","15","26","16","24","","","","","","","1013.88","1009.48","3.39","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-12T21:53:00Z","2014-08-12 23:53:00","1407880380000","38.228943","-0.525793","","","102","91","77","85","-1","28","25","27","21","2","10","26","6","16","24","23","24","","","","","","","1013.88","1009.82","-3.39","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-13T21:55:00Z","2014-08-13 23:55:00","1407966900000","38.228943","-0.525793","","","208","94","37","76","-1","34","23","27","42","3","17","48","6","24","24","17","22","","","","","","","1011.85","1007.45","1.35","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-14T21:57:00Z","2014-08-14 23:57:00","1408053420000","38.228943","-0.525793","","","64","85","69","78","-1","26","25","25","42","5","24","43","14","34","23","19","21","","","","","","","1015.92","1011.85","4.06","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-15T21:44:00Z","2014-08-15 23:44:00","1408139040000","38.228943","-0.525793","","","86","87","77","81","-1","27","24","25","19","3","10","29","8","15","23","22","22","","","","","","","1017.27","1014.9","0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-16T21:47:00Z","2014-08-16 23:47:00","1408225620000","38.228943","-0.525793","","","62","84","73","78","-1","26","24","25","37","3","18","43","8","25","22","19","21","","","","","","","1018.96","1015.58","2.37","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-17T21:49:00Z","2014-08-17 23:49:00","1408312140000","38.228943","-0.525793","","","74","89","70","77","-1","26","23","24","26","2","11","27","5","18","21","19","20","","","","","","","1018.96","1014.56","-4.06","2.54","2.54"
"IALICANT2","Europe/Madrid","2014-08-18T21:51:00Z","2014-08-18 23:51:00","1408398660000","38.228943","-0.525793","","","52","84","74","78","-1","26","21","24","24","0","9","27","2","13","21","18","20","","","","","","","1014.9","1008.81","-4.06","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-19T21:54:00Z","2014-08-19 23:54:00","1408485240000","38.228943","-0.525793","","","217","90","76","82","-1","27","22","25","18","0","7","24","0","13","23","19","22","","","","","","","1013.21","1009.14","2.71","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-20T21:56:00Z","2014-08-20 23:56:00","1408571760000","38.228943","-0.525793","","","173","87","70","81","-1","27","23","25","23","0","7","26","3","11","23","21","22","","","","","","","1013.55","1011.85","0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-21T21:58:00Z","2014-08-21 23:58:00","1408658280000","38.228943","-0.525793","","","82","91","75","83","-1","27","24","25","19","0","7","21","2","11","23","22","22","","","","","","","1014.9","1012.19","0.0","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-22T21:45:00Z","2014-08-22 23:45:00","1408743900000","38.228943","-0.525793","","","124","87","71","80","-1","27","23","25","19","0","5","24","0","11","23","21","21","","","","","","","1013.55","1010.16","-2.37","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-23T21:47:00Z","2014-08-23 23:47:00","1408830420000","38.228943","-0.525793","","","113","90","71","83","-1","26","24","25","34","0","13","35","3","18","23","19","22","","","","","","","1018.29","1011.18","7.11","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-24T21:49:00Z","2014-08-24 23:49:00","1408916940000","38.228943","-0.525793","","","82","87","74","82","-1","27","24","25","19","0","8","24","3","13","22","22","22","","","","","","","1018.96","1015.58","-1.02","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-25T21:51:00Z","2014-08-25 23:51:00","1409003460000","38.228943","-0.525793","","","179","90","69","82","-1","28","22","25","18","0","6","23","0","9","23","20","22","","","","","","","1017.27","1013.55","-3.05","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-26T21:54:00Z","2014-08-26 23:54:00","1409090040000","38.228943","-0.525793","","","220","90","40","65","-1","31","23","27","32","0","12","45","0","18","23","15","20","","","","","","","1014.56","1009.14","-3.39","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-27T21:56:00Z","2014-08-27 23:56:00","1409176560000","38.228943","-0.525793","","","201","93","52","74","-1","28","25","27","23","0","11","32","0","16","24","16","22","","","","","","","1014.22","1010.5","3.05","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-28T21:58:00Z","2014-08-28 23:58:00","1409263080000","38.228943","-0.525793","","","86","93","64","83","-1","29","24","26","19","0","6","23","2","10","24","21","23","","","","","","","1015.24","1012.87","0.0","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-29T21:45:00Z","2014-08-29 23:45:00","1409348700000","38.228943","-0.525793","","","97","90","80","86","-1","27","24","25","24","0","8","24","0","11","24","22","23","","","","","","","1014.56","1012.53","0.0","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-30T21:47:00Z","2014-08-30 23:47:00","1409435220000","38.228943","-0.525793","","","67","89","71","83","-1","27","24","26","26","0","12","31","0","17","23","21","23","","","","","","","1015.92","1013.55","1.35","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-08-31T21:49:00Z","2014-08-31 23:49:00","1409521740000","38.228943","-0.525793","","","66","88","74","82","-1","27","24","25","23","0","9","26","6","14","23","21","22","","","","","","","1016.26","1014.22","-0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-01T21:51:00Z","2014-09-01 23:51:00","1409608260000","38.228943","-0.525793","","","202","91","62","81","-1","29","23","25","16","0","6","24","0","11","23","21","22","","","","","","","1015.24","1011.51","-1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-02T21:54:00Z","2014-09-02 23:54:00","1409694840000","38.228943","-0.525793","","","174","92","50","80","-1","29","23","26","19","0","6","27","0","10","24","17","22","","","","","","","1013.21","1009.14","-1.69","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-03T21:56:00Z","2014-09-03 23:56:00","1409781360000","38.228943","-0.525793","","","116","97","74","85","-1","28","24","26","26","0","6","40","0","12","24","22","23","","","","","","","1012.53","1008.47","-1.02","2.03","2.03"
"IALICANT2","Europe/Madrid","2014-09-04T21:57:00Z","2014-09-04 23:57:00","1409867820000","38.228943","-0.525793","","","106","93","78","85","-1","28","25","26","16","0","6","27","0","11","24","23","23","","","","","","","1012.19","1009.48","2.37","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-05T21:59:00Z","2014-09-05 23:59:00","1409954340000","38.228943","-0.525793","","","129","89","74","83","-1","28","25","26","21","0","5","24","0","9","24","23","23","","","","","","","1013.21","1011.18","0.0","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-06T21:46:00Z","2014-09-06 23:46:00","1410039960000","38.228943","-0.525793","","","170","93","74","85","-1","28","24","26","18","0","6","24","0","11","24","23","23","","","","","","","1012.19","1009.48","-2.03","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-07T21:48:00Z","2014-09-07 23:48:00","1410126480000","38.228943","-0.525793","","","182","93","75","85","-1","28","23","26","19","0","6","23","0","11","24","22","23","","","","","","","1010.84","1008.13","0.68","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-08T21:50:00Z","2014-09-08 23:50:00","1410213000000","38.228943","-0.525793","","","178","89","65","82","-1","28","23","26","18","0","7","23","3","12","24","17","22","","","","","","","1013.88","1009.82","3.39","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-09T21:52:00Z","2014-09-09 23:52:00","1410299520000","38.228943","-0.525793","","","87","91","69","82","-1","28","24","26","16","0","6","23","0","10","23","22","23","","","","","","","1014.9","1012.53","0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-10T21:55:00Z","2014-09-10 23:55:00","1410386100000","38.228943","-0.525793","","","193","88","69","81","-1","28","23","26","26","0","10","35","0","16","23","21","22","","","","","","","1014.22","1009.82","-3.05","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-11T21:57:00Z","2014-09-11 23:57:00","1410472620000","38.228943","-0.525793","","","236","91","29","61","-1","33","22","27","31","2","14","40","5","21","22","12","18","","","","","","","1011.18","1009.14","-0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-12T21:45:00Z","2014-09-12 23:45:00","1410558300000","38.228943","-0.525793","","","243","79","33","49","-1","33","25","28","34","0","15","48","2","25","22","13","16","","","","","","","1013.21","1010.5","2.37","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-13T21:58:00Z","2014-09-13 23:58:00","1410645480000","38.228943","-0.525793","","","81","88","72","82","-1","28","23","26","18","0","6","21","0","9","24","19","23","","","","","","","1014.9","1012.53","0.34","0.0","0.0"
"IALICANT2","Europe/Madrid","2014-09-14T21:51:00Z","2014-09-14 23:51:00","1410731460000","38.228943","-0.525793","","","211","90","63","76","-1","28","22","25","18","0","6","29","0","11","23","18","21","","","","","","","1013.55","1009.48","-3.05","0.0","0.0"
